year,month,day,author,month_string,text_en,text_pl,text_it,text_es,text_fr,text_zh,text_de,text_pt
2010,6,8,Holy Mary,June,"Beloved children of my Immaculate Heart, Remain united to my Son, living the gospel, preaching with your testimony. Receive my Son daily in the Eucharist. Each one of you must fulfil their duty as a member of the mystic body, go deeply into the sacred scripture, live the beatitudes, be models of Christian love. Little ones, the Church will be purified, not destroyed. In the end my Immaculate Heart will triumph for the glory of the most holy Trinity. Unite in a single voice, with the praying of the Holy Rosary. At these moments it is indispensable that families pray together, so that they remain together. The devil is drilling the heart of the family in order to weaken you, lust will infiltrate mankind, it undermines the sacrament of matrimony and distorts the commandments of God’s Law. Perversion takes possession of man and the innocents suffer because of this scourge. Children, bless one another, Do not close your eyes without thanking God for the gift of life. You have forgotten to thank divine providence for all that you receive. You live with your gaze upon the worldly, you grow in egoism and pride. You do not look upon each other as brothers and sisters, you judge each other easily, with extreme flippancy, without respect. Like the pharisees, you condemn what does not agree with you and you let yourselves be deceived by the devil without perceiving it. You join with voices that cheer what is temporary and mundane. You move away from prayer, losing yourselves in a false reality, until man’s own cruelty will cause you to wake up. Mankind will live moments of anguish; war will bring suffering for all. Today I invite you to pray for south Africa. This your Mother, pilgrim of love, intercedes for all of you, when the earth will quicken its pace and time will shorten for man. Look on high, heaven warns you. See how the animals change their customs. They feel all that approaches and warn you, but you children, in the midst of your very hectic living, do not stop to see what you should see. The Church is being persecuted, evil approaches with more force each day, you walk in a valley of tears, yes, not defeated but guided by the Holy Spirit. Today I call you to cry out to my Son, Jesus Christ my king, be my protection, shelter me in your most Sacred Heart and protect all of humanity. Remain in peace. I bless you. Mother Mary. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,6,14,Holy Mary,June,"Beloved children, I call you to return to my Son. You live in a crucial instant for mankind, return quickly to the heart of the most holy Trinity. Do not walk blindly, my Son maintains his merciful heart open for each one of his children. Remain alert, united to my Immaculate Heart that is on pilgrimage through all the world in search of souls, kissing wounded hearts, crying out for man’s repentance in order to guide you by the true path, so that the devil does not confuse you, for through false signs he wants to make you go astray and deceive you so that later you lose faith. Materialism and atheism are giants that have taken possession of man submerging him in all kinds of sins. The malignant one comes for his loot. Children, do not distance yourselves from the Eucharist, pray the Holy Rosary daily. Cover creation with my Son Jesus Christ’s most precious blood. Confusion approaches the Church, the faithful will live moments of great scourges. Remain firm in faith. The calamities will not be made to wait, my children will weep; suffering will be scattered soon. Continue to pray for one another. Pray for China. Pray for Indonesia. Pray for El Salvador. Do not let my calls pass by unnoticed. Once more I invite you not to despair, let yourselves be guided by the Holy Spirit. Remain in unity, be true testimonies of my Son. The Church will come out triumphant, evil will be defeated. I love you. Mother Mary. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,6,16,Jesus Christ,June,"In the name of the Father, in the name of the Son and of the Holy Spirit. My people, you are my great treasure. I love you; I bless you. You transit in extremely critical instants; you transit in the midst of actual and coming catastrophes. You are not alone, I am with you, I protect you at every moment, I bless you in your journeying. I love you intensely, I maintain you in the palm of my hands. Abandon yourselves in my will. Trust in my providence. I look upon you constantly to defend you from evil. Today there are those who claim to possess my word and are creating confusion among my people. You, my beloved, pray with the words that I taught you, Our father who art in heaven, Hallowed be thy name, Thy kingdom come, Thy will be done, on earth as it is in heaven. Children, pray with my same words. I do not ask for great speakers or great words which do not come forth from the depths of the heart. I only ask for, truth, repentance, and a firm resolution for amendment. I am Infinite Mercy, there is no sinner who, coming to me with true repentance, I do not welcome with all of my love. Pray, prayer is essential in these crucial instants in which evil spreads quickly, undermining the heart and mind of each one of you in order to distance you from me. Pray, do not wrap yourselves up in the noise that deafens thinking and distances man’s heart from me. You are aware that in an instant like this one in which the earth hangs from an extremely thin thread, you must maintain yourselves fused in a single voice of prayer. Remain faithful. Even when the sun grows dark or shines so much that you feel yourselves burn; even when the moon does not shine and you feel as though you live in darkness, be faithful. You have the light of my Holy Spirit within, very deeply in your being, so that you can see what those who live in darkness will not be able to see. The world’s agitation does not allow for clear sight. My Mother calls you insistently through all the earth. She calls you to be love, as I call you to be living testimonies of my love and of hope towards all your brothers and sisters. I call you to turn quickly to the sacrament of reconciliation in which I wait for you to give you my peace, and so that way you can nourish yourselves from me in the Eucharist, in which I am present, alive and true. With love I call my ministers, in order that they speak with the truth, so that they transmit my word, so that my people do not continue walking blind and deaf. Do not use this sacred ministry to take advantage in any way. Be faithful shepherds and guide my congregation towards eternal life. Beloved children, every instant of the day invoke me saying, Jesus Christ, save me! Jesus Christ save me! Jesus Christ save me! In every moment of temptation, in every moment of drought, in every moment of doubt, in every moment in which you feel yourselves turn away from me, Jesus Christ save me! Be intercessors for all of humanity, remain faithful, for I remain in you. I will not abandon you; I will provide for all that my people need. Do not fear. Do not fear. I warn you so that you remain alert before all that is coming. My Mother warns you out of love, about all that is going to happen. Not in vain have my Mother and I prophesied all that is happening. This is the moment of the purification of this generation, a purification of fire. Instants in which water will wash the sin of the earth. Sin that my children have planted in the earth, sin that the earth no longer resists and cries out to be purified. You must not fear more, because I keep you in the palm of my hands. My Church will triumph forever and ever. Remain in my love, in my peace, beloved people. I bless you and I bless all your families, all your descendants and your ancestors. I bless you and protect you. Your Jesus Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,6,21,Jesus Christ,June,"My beloved, I seal you with my most precious blood. My Mercy has not been closed off nor will it ever be closed off; I am kindness and forgiveness; my love remains before each one of you. Children, you have become accustomed to live being surrounded by all that has been created for your wellbeing. This is the reason for which you have demolished my creation, reducing it to a shadow. You abuse of my love. I am blasphemed, stepped on. You love what is temporary and detest me. You live in the midst of idols. You have furrowed the earth with sin; you will receive an excessive harvest of suffering, disasters and frustration. The earth will move, water is taking possession of it. You will not be able to be guided by the seasons. The sun will not be benevolent again. You live in the third lamentation. Evil moves with the wind, contaminating minds, weakening my calls, slyly deceiving you. I look with sadness upon this generation that coexists with sin in total familiarity. How prideful you are with me! My Mother’s love for you is divine patience which is spilled out in this my word time and time again. If you listen to me, I will be compassionate. My divine love comes to be reunited with each one of you. You will see yourselves just as you are, without disguises, without blindfolds. You will stand before the mirror of your conscience. Prepare yourselves for this moment. A halt on the path is urgent. I call you to pray for my vicar, with tenacity. Pray for the Italian peninsula. Pray for Mexico, the United States, Czechia and Slovakia, Hungary, central America. Do not forget Spain, a suffering surround it. I will come to gather a purified ‘new people’ In which I will be glorified. Children, do not let faith grow weak. All that happens is the fulfilment of the prophecies that vertiginously approach. My loving justice calls you; you are my children. The faithful, the humble of heart will be strengthened so that the enemies of the soul melt like wax before fire. My people, do not fear. I give you my support and the weapons, you are not alone. Jesus Christ, save me, Jesus Christ, save me, Jesus Christ, save me. Hail Mary most pure! Remain in my love. Your Jesus. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,6,28,Holy Mary,June,"My beloved children of my Immaculate Heart, Every moment is urgent and should not be wasted. Everything is upon humanity. Every moment is extremely urgent and it should not be wasted. I call you to an absolute and total conversion. Your walking must always be a testimony of the true Christian who is faithful to the scriptures, the commandments, the sacraments, the beatitudes, devoted to the Church. Instants in which each second has infinite value and scope because it affects the instant that humanity has left. In the depths of the earth, fire is quickly preparing to rise to the surface. Soon you will see with astonishment several volcanoes that cause unimaginable and great pain for many nations. The water at the bottom of the sea, is becoming rough water in order to quickly jump towards the land, this is because the earth will move again and will shorten the present moment. You must prepare yourselves spiritually very, very well; you must no longer see the finite and hurriedly begin the leap towards the infinite, towards God. Faith cannot succumb, not even before the battles that approach the Church. Faith is in my Son Jesus Christ, not in men. Remember this, faith should not falter. Remain firm without moving; that is why I call you time and time again to be true Christians. Love the Cross and find in her that essence, which only those who go beyond what is merely visible to human sight can see. That essence of true love, of the divine love that is found in the Cross, this is what you must seek so that faith never staggers, under any circumstances. Beloved children of my Immaculate Heart, communism has slyly seized nations little by little, and many of my children have fallen into its trap. Today I call you to pray with strength for my children of Venezuela. South America is in danger. I invite you to pray for California. To pray and make reparation for San Francisco. To pray and make reparation for Czechia and Slovakia. To pray and make reparation for the Asian continent. Beloved, the instant future will bring suffering, but you as faithful warriors, united to my Son's merciful love, raise your face toward heaven and fill yourselves with Divine Mercy. Maintain your gaze in the merciful heart and find in him the balm before all tribulation. You are not alone, do not fear, do not fear! The Church will triumph, but it must be purified! You will never be abandoned. My maternal heart shelters you all; my mantle of love covers you in all circumstances, but I need your will to come to me so I can lead you to my Son. Do not fear, we will triumph, evil will be crushed and you people of God will arise jubilant and triumphant! Keep the faith, do not decline. I had already invited you to remain in a chain of worldwide prayer; today, I call you for a second time to remain in that unity, in a single voice through the Holy Rosary. Cry out for those who do not want to listen, for those who do not love, for those who blaspheme, for those who despise my Son. Pray for the conversion of your brothers and sisters and you, who listen faithfully to my Son’s calls and my calls, you who do understand this extremely urgent moment in which humanity lives, you who do see, you who do hear the word of my Son, you who do not despise my calls, you who are faithful, double prayer through live and permanent testimony of the Trinitarian Love, of mercy, of mercy and of forgiveness. Be living testimonies of my Son's love, give testimony in every word, in every look, in every step. Fill the face of the earth with divine love! All that is approaching is not going to stop, but you can intercede before the holy Trinity to mitigate what is coming as much as possible. Unite, live in love, cry out, cry out by being a testimony of the behaviour of the true Son of God. I bless you beloved of my Immaculate Heart; remain in peace united as one. Hail Mary most pure, hail Mary most pure! Mother Mary. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,7,2,Jesus Christ,July,"In the name of the Father and of the Son and of the Holy Spirit. Amen. Beloved children, I call you; I wait for you. My arms remain extended for all those who come to my most Sacred Heart. They will never close. One by one I welcome you to harbour you and seal you with the indelible seal of my Holy Spirit that imprints my name on you, ‘Jesus Christ, save me!’ I am generous, I keep nothing for myself, I offer you eternal life. One word is sufficient to attract me. Each seed that you plant in that firm soil that you have ploughed with tears, with daily struggles, will germinate fertilized by my unceasing love. Men erase my name from their mouth. They have renounced fulfilling the commandments in order not to restrain free will and consent to the devil. For so much, therefore they will have to live beneath the devil’s tyranny; this will be the inclement executioner that will lead man to live horror. A light that comes from the firmament will bring you anguish. Man has raised his voice, then the moment of silence will come. Man will cause great harm to himself. The nations will give themselves over to the aberrations of the flesh, gravely insulting and inexpressibly offending me. The more you move away from my House, the more you submerge yourselves in the moment of suffering, from which none of my children will be spared. You will see my Justice next to my Mercy. I look with sadness and pain upon some who come to the temple to serve me, but with coldness, with hypocrisy. Only to keep a post of preference before the community. All that takes place is yet another call to conversion. I invite you to pray for the Dominican Republic and to reinforce prayer for the United States and Mexico. My children, I remained in the tomb for three days to then resurrect. So, you will be deprived of light for three days. After these three days you will shine as light that is not hidden shines. The faithful will be consoled; I will give you the shield of My love so that nothing can touch you. I present to you all that will happen unexpectedly, so that you return quickly before day falls and the lamentations are greater. Be aware that you are my children. You are the apple of my eye. I do not abandon you, remain in faith. My hand supports you, do not abandon me! Unite in prayer for the whole world. You are my people. I cover you with my most precious blood! Remain in my peace. Your Jesus. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,7,4,Jesus Christ,July,"In the name of the Father and of the Son and of the Holy Spirit. Amen. Beloved children, My voice will not be silenced; I cry out for my people. I call you one by one. You are the great and irreplaceable treasure of this king. My love’s light illuminate’s creation. But it is stopped by the constant sinful acts of man. Each prayer, thought or act of intercession between brothers is light that fuses into a single lighthouse of reparation for all of mankind. This light maintains that thread from which man hangs suspended from his creator. Unity in man is necessary. You must live in my will, so that you maintain the human balance. By not fulfilling this mandate, you have altered all that has been created. The cosmos remains in silence looking at man self-destruct. The face of the earth is covered with mud because of sin. The succession and confluence of the prophecies, along with constant attacks and consequences thereof, will weigh on man’s journeying. You will feel as if you are wandering aimlessly. The earth will tremble from place to place. Water will bring more pain. My Church has been invaded; smoke of evil has penetrated it. Pray for my beloved peter. He will be cruelly scourged by those who have served me and will serve me without loyalty, allowing themselves to live in evil. Darkness will come for three days, surpassing the star that is the sun. These days will seem endless. Children, Love and brotherhood must prevail. Only faith, love for one another and unity, will succeed in keeping me people standing in the following moments of tribulation. The spectre of war rises quickly. Children, it is urgent that you fall on your knees. I invite you to pray for Brazil, Japan, the United States, Europe, Costa Rica, Nicaragua, El Salvador, and Honduras. The pain will not wait. Mexico, wake up! Beloved children, come to the sacrament of reconciliation. I wait for you in the Eucharist. You will be the astonishment of humanity, You will live from my will, without physical food. Remain faithful. My people will not be defeated, I am your strength, your breath. Nourish yourselves with my word, spiritual manna. My beloved children, I keep you within my most Sacred Heart. Remain in my peace. Your Jesus. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,7,10,Jesus Christ,July,"In the name of the Father, of the Son and of the Holy Spirit. Amen. Beloved children, My blessing and protection be with all who read this, my word, with faith. My angels remain on earth, protecting my people. My Mercy does not close off for those who repent and return to my fold. My love overflows in abundance upon all men, but few are the ones who open their heart to me so that I may come dwell in it. The devil furiously rushes against humanity, he penetrates man’s mind and injects in him the spirit of malice and pride, so that you despise salvation. The cosmos remains in waiting upon mankind’s behaviour. The wrong use of technology will be a cruel and black scourge. The spark of horror is about to ignite. The wind, which does not hold back, will spread suffering, it will burn man and nature. The desert will be invaded by water. Beloved children, from the bowels of the earth, fire will rise once again. Pray for my beloved vicar, pray without ceasing. My people, rejoice, my day is about to arrive! The fisherman will come and with him mankind will find itself submerged in its total purification. Man, dresses in silk and woman no longer procreates. These are signs of the moment in which you live, these do not wait. The blindness of sin has taken possession of those who are mine. Once again, I call you to wake up. Idolatry hardens hearts, the gabble does not last forever, you will wake up surprised. You do not obey this king, whose sceptre has been usurped, whom you forget with ease and offend continually. Pray for one another. Pray for Costa Rica and for Colombia. Pray for Argentina and Brazil. Pray for Spain, Portugal and Greece. Beloved people of my Sacred Heart, the path is one, it is drawn, it is ‘my will’. You continue to go astray, guided by free will you are easy prey for the malignant one. Beloved, use the gift of speech to adore me, to bless one another and to lift up each other mutually. Come to me, do not fear, my merciful love is for all. I alert you out of love. My people will live eternally with me. You walk a secure path. I take care of my children; I keep you in my lap. I cover you with my most precious blood! Remain in my peace. Your Jesus. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,7,14,Jesus Christ,July,"Beloved children of my Immaculate Heart, I love you; I keep you protected within me. I house you here within me; you are my beloved children, do not fear; maintain faith, hope and trust in heaven’s protection for each one of its faithful. Man’s disobedience continues to mark his destiny, a destiny of pain, of suffering and persecution. The angels are waiting, waiting for the sign to lift the innocents when the tribulation worsens. Yes, my beloved children, the tribulation is a blink of an eye away from mankind. You walk in total disobedience, dazed by the noise that does not allow you to listen with clarity to heaven’s most urgent call. Man’s will once again lead him to confront a cruel reality. Man punishes himself. The disasters throughout all the earth are worsening, nature will soon tremble and man will bring pain by his own hand. Beloved of mine, my beloved saint Michael, along with his legions, awaits the signal to rescue the faithful people, to accompany them in the moments of persecution, so they do not stagger and faith remains immovable. You were sealed at baptism. Do not allow the malignant one, usurper of souls, to seal again what the eternal father has already sealed, what my Son’s most precious blood has already saved. You are God the father’s possession and so you must maintain yourselves in faith. My Son’s merciful hand is before you, before man’s will so that man returns quickly towards the fold. I love you; I keep you in my Immaculate Heart. The difficult moments, very difficult are approaching; prayers are indispensable now more than ever. You who do listen to the divine calls, you who do remain faithful and in prayer, you are light in the midst of so much darkness. You will be light even in the midst of the darkness that is approaching. The events that have been announced by this Mother are before mankind, which hurts and crucifies my Son time and time again. Everything remains before you. Those who do not believe, those who do not obey, will look upon the next outcome of the prophesied events with great astonishment. They will feel themselves go insane for having disobeyed. But do not forget that my Son’s mercy does not end, that it awaits the instant in which the human being repents. Time limits do not exist for the Divine Mercy; everything depends on the will of human beings. With sorrow I see how there are some who even in the last instants will blaspheme, and will form part of satan’s loot. Pray, my beloved, pray for the conversion of your brothers and sisters. The Church will suffer. God’s people will suffer, but will be elevated after their purification. The Church will meet its beloved husband And will be adorned with jewels and victorious; it will rise up glorious. I love you, my children. Remain in divine peace. Hail Mary most pure, hail Mary most pure, hail Mary most pure! I bless you in the name of the Father, of the Son and of the Holy Spirit. Remain within my heart. Mother Mary. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,7,20,Holy Mary,July,"Beloved children of my Immaculate Heart, I love you, my children, I love you. The earth that has housed man weeps before humanity’s destiny. I am Mother of all of mankind, I suffer for those who have Not heeded heaven’s calls. The denial to conversion and rampant sin, have made the Divine Arm fall and it will not stop. What man has untied will not stop. Today there are those who deny my calls, fearful of an imminent truth that is hidden to merely human senses, by man’s will. The fulfilment of the prophecies worsens the global crisis by that very fact. In the midst of sin, man causes all that has been created by God’s hand to tremble. Evil has unleashed its fury against all of mankind. It has already announced its arrival. It walks capturing weak minds, without faith, so that seduced by traitorous instincts, they surpass the impiety lived in times past. Yes, my children, spiritual weakness has sapped hearts and these have risen up against mankind and will cause terror through all the earth. Pray, pray for the United States, California, Washington, New York. Pray for Honolulu. Pray for Russia, China, Japan and Venezuela. Pray for Brazil. Pray for Pakistan. Iran, Iraq and Afghanistan. Pray for India. Pray for Israel. Pray for Ecuador. Pray for Mexico. Children, I invite you to prayer; maintain yourselves like lamps that do not go out. In prayer, do not forget in your intentions, those countries for which my Son and I have solicited prayer for, not only today, but in previous calls. I suffer for my children. Fire will rise from the earth and make it tremble. The periods of rain will increase. Each day will seem like a minute. Black gold will be a motive for more contamination. Nature will be inclement. Children, I warn you out of love. You must defeat evil and increase prayer. Turn to the sacrament of reconciliation; nourish yourselves from my Son’s body and blood. Do not forget to pray the creed in moments of temptation. The man that furrows the good path will see abundant fruits and will not stagger in his walking. My love and protection are permanent for all of my children. Evil will be conquered and you will rejoice in my Son’s presence. My Immaculate Heart is open for everyone. I love you. Mother Mary. Hail Mary most pure, hail Mary most pure, hail Mary most pure!",,,,,,,
2010,7,21,Jesus Christ,July,"My beloved, I bless you in the name of the Father, and of the Son and of the Holy Spirit. I love you my people, I love you, I protect you, you are my children. May the flame of faith not go out, may the flame of faith illuminate all of creation. In these instants in which the darkness approaches in leaps and bounds upon humanity, faith must grow in my people. Let nothing stop you, continue being conscious of my protective hand that opens the way for you. Darkness is coming. Darkness that man does not know at this moment, the true darkness that rushes towards mankind; the darkness that is not only physical but also spiritual. It is time for man to pay attention to my calls and those of my Mother. In those days of darkness, those who mock my word and my Mother’s love, will experience a double grief, they will experience a thirst that will not be quenched, they will experience spiritual thirst. I am love and I am justice. I will send my angels for my people; I will take them to a place of peace. I am justice and those who remain faithful to my word, will receive their just reward. Humanity lives extremely sad instants. You will wake up in a second before a great calamity that will cause men of every people and nation horror. But I walk before my children, crying out time and time again for conversion. My Mother suffers pain before the scourges that loom in an instant over all of mankind. I have called you insistently to turn to my Mercy. The present man offends me to a supreme degree, rebelling against his own nature. This is the reason for which creation itself does not recognize him. Pray, pray for the whole world. Very soon suffering will come to nation after nation consecutively. Evil has announced its arrival, but I am with my people, you are the apple of my eye! My people will rise gloriously, but first they must be purified. My Church must be purified in order to present itself before me. My protection and my infinite love remain and will remain with my people. Pray for those who mock and attack my calls and those of my Mother, they will be unfortunate, their lamentations will be heard everywhere. My Mercy is infinite and the one who turns to me truly repentant, will be forgiven. There are so many of my children who remain blind and will remain blind since the plague that the devil has launched against those who are mine, is a plague that hardens senses and hardens the heart so that you do not listen to me, and on the contrary it subtly leads you to commit terrible sins. Children, here I am. Come to me, repent for the sins you have committed, for I welcome you with infinite love. I love you; you are my beloved people, I bless you, I cover you with my most precious blood. Remain in my peace. Your Jesus Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,7,24,Jesus Christ,July,"I bless you, in the name of the Father, and of the Son and of the Holy Spirit. Amen. Beloved children, My heart shelters all my children. My most precious blood is a fountain that satiates thirst. Turn to me, I wait for you without tiring. Do not ignore my calls. Worldly paths lead to error. You deny the existence of my House, you deny sin, you deny my Mother. What is this mankind waiting for, when pain is revealed before it, as a result of human freedom submerged in sin? You deny the existence of the enemy of the soul, satan. You spread falsehoods in order to trap those who are lukewarm. I suffer for those who console themselves saying, ‘all is good’, and that way they deny living under the dominion of sin. In the meantime, sin expands like the rays of the sun, while the spirit of impurity inundates public places, streets, homes, and even my temples. The innocence of the children is stolen without mercy, life is interrupted without remorse. Oh mankind, how you submerge yourself in darkness! The light is going out. Darkness will enter, the same one with which you live. Great cities will be shaken, abomination brings plagues towards man. Humanity will awaken with a great grief upon itself. Man’s very hand brings pain. Prayer must not wait. Pray for the throne of peter, for Asia, Thailand and Indonesia. Pray for Spain, Italy, Paris, England. Pray for central America. Beloved children, I call everyone to repentance and conversion. I call my faithful disciples, those who have consecrated themselves to my heart and my Mother’s Immaculate Heart, I call my people who walk silently, waiting for me. I call my congregation to wake up, to awaken their conscience, to not lose faith, to trust in my protection. Children, all that happens is not by chance; it is fruit of the sin that marks the fulfilment of the prophecies in this generation. Meditate upon daily behaviour, repent, amend yourselves and give fruits of eternal life. Be peacemakers, fulfillers of my will, see beyond what the human eye can see; do not hold fast to what is earthly, find me in all of creation. See the infiniteness of my love, you are my children! I cover you with my precious blood. I love you. Your Jesus. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,7,30,Holy Mary,July,"Beloved children of my Immaculate Heart, I am Mother of mankind. I peregrinate from heart to heart, calling time and time again. I do not want more souls to be lost, I intercede for each one. My calls are not heeded. My Son does not punish his own. I do not frighten you; I warn you out of love. I shape you in the linen of reality, the truth of this moment, in which all the prophecies converge, before the lack of values, before so much blasphemy and abomination. Sin has crossed the limits. It is a tower that continues to grow in size. Mankind has united to rebel against its creator. The smoke of sin has entered man’s heart, it has clouded the people of God and darkens the Church. The earth is now arid, the ocean is contaminated, man begs an incorrect love, ignoring God. Man has become being unrecognized by the cosmos that trembles before human hardness, which does not heed heaven’s calls. Beloved, a light that none of you have seen will come from on high, and each human being will see themselves, will see their own sin within a darkness that will seem interminable. The warning is coming for this generation. It is an act of merciful love from the most holy Trinity. Children, this is the precise instant for humanity to halt, and by not doing it for itself, the Trinitarian Love will descend to give man the opportunity to make amends. Some of my children deny heaven’s calls, you deny the warning, the punishment, the miracle, you deny the darkness that will envelope mankind. These children, spiritually blind, are loved by this Mother, pilgrim of love. They have confused mercy with licentiousness. Mankind’s disobedience, at all times has led it to purify itself, and this generation has elevated sin to its maximum expression. With sorrow, but with love, it must purify itself at this moment. Children, pray for France, fire will cause it pain. Pray for Puerto Rico. Spain will suffer. Pray for Venezuela, pray for Mexico. Pray for the Church. It is necessary, it is necessary. Little ones, my hand remains before each one of you. I peregrinate without stopping, my heart is the arc of salvation. Turn to the sacrament of reconciliation, duly prepared spiritually, And decently dressed. Do not ignore my calls, the nearness of all that I share with you is more than you can imagine. My mantle covers you, do not ignore it, protect yourselves with it. I love you. Mother Mary. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,8,2,Jesus Christ,August,"Beloved children, My precious blood covers you. My Mercy goes before each one of you, so that you do not get lost. Now, more than at any other instant, you must allow yourselves to unite human will with my will, so that the path is one, the feeling is one, the thinking is one, the action is one, the heart is one, the will is one. Man cannot continue to live apart from me, he must react and return with his shepherd, so that what is worldly does not continue to bring him closer to destruction. All that has been created, has been for each one of you. And with human consent, all that has been created, has been destroyed. Gratitude is lacking on man’s part, with his Lord. This behaviour has led mankind to this present moment, in which my love will bring you closer so that more souls are not lost. You omit my calls and those of my Mother. Conversion will come to human kind, Through my hand of justice and mercy. You are not honest with yourselves and mask the signs of the times; you do not see all that happens in the whole world. Mankind is insensitive to the pain of its brothers and sisters. You do not see the change in nature, you do not see the vertiginousness of the day, you do not see how much time has accelerated. My creation cries out for its place, and displaces man who has mistreated it. The animals perceive what is coming, they have changed their habits, they do not ignore what all of creation announces aloud. Man gifted with intelligence, at this moment still does not perceive what the cosmos cries out to him. Very soon, time will shorten in the face of another grinding of the earth. Where today you have ice, you will see fire. This acceleration of time brings in man a hurried walking towards sin, in that attachment to what is transitory. My heart sighs for those who are mine. My Mercy cries out to my people. With a clear sign in the sky, I will give my children the opportunity to make amends, before darkness enters their being and their conscience causes man to bend. You are my sheep and this shepherd comes to reunite his flock. Do not resist my love. My Church will be triumphant. Do not fear, evil will not prevail. I love you. You are my people. Come to me. Remain in my peace. Your Jesus. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,8,12,Holy Mary,August,"Beloved children of my Immaculate Heart, I pilgrimage pouring my love upon humanity, My mantle covers all of creation, imprinting my maternal seal. Humankind wanders in search of what it has lost, ‘the union with the most holy Trinity.’ Man must not distance himself from his creator, since the enemy of the soul will lead man to live submerged in sin. Good comes from God, evil is cause of man’s disobedience. Little ones, do not wait until the last instant of life in order to repent from the sins you have committed. Remember that the Divine Mercy is infinite, but do not abuse of it. God is love and justice. The cosmos palpitates in profound and respectful silence, awaiting the fulfilment of all that heaven has announced to a decadent humanity that ignores, forgets and despises my Son. Nature speaks to man but he does not listen and because of his free will, he walks without being aware of the seriousness of the events. The moon will cease to shine. The sun rushes towards the earth. The firmament will give signs of a great cosmic event. The water washes the earth, calling man to conversion. The land of the great eagle will move. Pray for the souls of purgatory. Pray for Czechia and Slovakia, Hungary, Slovenia and England. I invite you to the sacrament of reconciliation; receive my Son in the Eucharist. Do not lose faith. Intercede for one another. Do not fear. I love you. Mother Mary. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
