,year,month,day,author,text,text_en,text_pl,month_string,date
54,2019,7,03,Holy Mary,"Figli amati, grazie per aver risposto alla mia chiamata nel vostro cuore. Figli miei, vi chiedo la pace, la pace tra gli uomini, la pace nelle famiglie, la pace tra le nazioni e i potenti del mondo. Figli miei, la pace tra gli uomini, deve essere al di là di ogni nazione, di ogni religione, di ogni razza. Pace significa anche rispetto per i diversi Credo, ma voi, amatevi come fratelli nell’amore di un unico Dio, Gesù fatto uomo e morto per voi sulla croce per la vostra salvezza e per i vostri peccati, Il quale ha lasciato la Sua Parola che è una sola, per tutti e per sempre. Tutte le religioni non possono stare in un'unica preghiera nella Casa di Dio, la mia Chiesa si salverà grazie alla vostra Fede. Ora vi benedico, nel nome del Padre, del Figlio e dello Spirito Santo, Amen”. Oggi, tante saranno le grazie che scenderanno su di voi.","Beloved children, thank you for having responded to my call in your heart. My children, I ask you for peace, peace between men, peace in families, peace between nations and the powerful of the world. My children, peace between men must be beyond any nation, any religion, any race. Peace also means respect for the different Creeds, but you, love each other as brothers in the love of one God, Jesus made man and died for you on the cross for your salvation and for your sins, who left His Word that it is one, for all and forever. All religions cannot be in one prayer in the House of God, my Church will be saved thanks to your Faith. Now I bless you, in the name of the Father, of the Son and of the Holy Spirit, Amen ”. Today, there will be many graces that will descend on you. ","Kochane dzieci, dziękuję wam, że odpowiedzieliście na moje wezwanie w waszych sercach. Moje dzieci, proszę was o pokój, pokój między ludźmi, pokój w rodzinach, pokój między narodami i mocarzami świata. Moje dzieci, pokój między ludźmi musi być poza jakimkolwiek narodem, jakąkolwiek religią, jakąkolwiek rasą. Pokój oznacza także szacunek dla różnych wyznań wiary, ale wy kochacie się jak bracia w miłości jednego Boga, Jezusa, który stał się człowiekiem i umarł za was na krzyżu za wasze zbawienie i za wasze grzechy, którzy zostawiliście Jego Słowo, które jest jeden, dla wszystkich i na zawsze. Wszystkie religie nie mogą być w jednej modlitwie w Domu Bożym, mój Kościół zostanie zbawiony dzięki waszej wierze. Teraz was błogosławię w imię Ojca, Syna i Ducha Świętego, Amen ”. Dzisiaj spłynie na was wiele łask. ",July,2019-7-03
55,2019,7,09,Holy Mary,"Cari figli amati, grazie per aver risposto alla mia chiamata nel vostro cuore. Figli, quante sono le brutture di questo mondo e tutto ciò causa dolore al mio cuore e a quello di mio Figlio. Bambini miei, pregate affinchè mio Figlio Gesù possa anticipare il tempo del suo arrivo. Cose grandi fa l’onnipotente per coloro che hanno fede. Pregate per il mondo, in particolare per l’America. Ora vi benedico, nel nome del Padre, del Figlio e dello Spirito Santo, Amen”.","Dear beloved children, thank you for having responded to my call in your heart. Children, how many are the ugliness of this world and all this causes pain to my heart and to that of my Son. My children, pray that my Son Jesus may anticipate the time of his arrival. The almighty does great things for those who have faith. Pray for the world, especially for America. Now I bless you, in the name of the Father, of the Son and of the Holy Spirit, Amen ”. ","Drogie dzieci, dziękuję, że odpowiedzieliście na moje wezwanie w waszych sercach. Dzieci, jak wiele jest brzydoty tego świata i wszystko to powoduje ból w moim sercu i w sercu mojego Syna. Moje dzieci, módlcie się, aby mój Syn Jezus przewidział czas swojego przybycia. Wszechmocny czyni wielkie rzeczy dla tych, którzy wierzą. Módlcie się za świat, zwłaszcza za Amerykę. Teraz was błogosławię w imię Ojca, Syna i Ducha Świętego, Amen ”. ",July,2019-7-09
56,2019,7,13,Holy Mary,"Cari figli, grazie per aver risposto alla mia chiamata nel vostro cuore. Figli amati, tutto ciò che sta avvenendo, era stato predetto, molti chiedono i segni prima della venuta di Gesù, ma dopo tutto ciò che accade, i terremoti, le acque che scendono dal cielo con potenza e che entrano nelle città facendo da padrona, voi ancora nonostante tutto, non capite. Figli, non attendete, non avete più tempo perché troppo grande è il vostro peccato. Pregate figli, non attendete la notte gelida, pregate per l'Italia che rifiuta la grazia e pregate per l'America, che ha fatto entrare Satana nella loro Nazione, convertitevi. Ora vi benedico, nel nome del Padre, del Figlio e dello Spirito Santo, Amen”.","Dear children, thank you for having responded to my call in your heart. Beloved children, everything that is happening was foretold, many ask for the signs before the coming of Jesus, but after everything that happens, the earthquakes, the waters that come down from heaven with power and that enter the cities as mistress, you still in spite of everything, you don't understand. Children, do not wait, you have no more time because your sin is too great. Pray children, do not wait for the cold night, pray for Italy which refuses grace and pray for America, which has allowed Satan to enter their Nation, be converted. Now I bless you, in the name of the Father, of the Son and of the Holy Spirit, Amen ”. ","Drogie dzieci, dziękuję wam, że odpowiedzieliście na moje wezwanie w waszych sercach. Umiłowane dzieci, wszystko, co się dzieje, zostało przepowiedziane, wielu prosi o znaki przed przyjściem Jezusa, ale po wszystkim, co się dzieje, po trzęsieniach ziemi, o wodach, które z mocą zstępują z nieba i które wchodzą do miast jako pani, nadal mimo wszystko nie rozumiesz. Dzieci, nie czekajcie, nie macie więcej czasu, ponieważ wasz grzech jest zbyt wielki. Módlcie się dzieci, nie czekajcie na zimną noc, módlcie się za Włochy, które odmawiają łaski i módlcie się za Amerykę, która pozwoliła szatanowi wejść do ich narodu, nawrócić się. Teraz was błogosławię w imię Ojca, Syna i Ducha Świętego, Amen ”. ",July,2019-7-13
57,2019,7,16,Holy Mary,"Amati figli miei, grazie per aver risposto alla mia chiamata, che la pace scenda nei vostri cuori. Figli miei, pregate per la Chiesa, pregate per i sacerdoti, per i vescovi e cardinali affinchè possano aprire i loro cuori alla grazia senza banalizzare i sacrAmenti, soprattutto, l’Eucarestia. Figli, vi prego, prendete le mie mani affinchè possa portarvi a mio Figlio Gesù. Figli amati, vi chiedo di fare cenacoli nelle case, nelle famiglie affinchè possiate essere più protetti, il rosario è la preghiera potente contro il male, non dimenticatelo mai. Ora, vi lascio con la mia Santa benedizione, nel nome del Padre, del Figlio e dello Spirito Santo, Amen”.","My beloved children, thank you for having responded to my call, may peace descend into your hearts. My children, pray for the Church, pray for priests, bishops and cardinals so that they can open their hearts to grace without trivializing the sacraments, especially the Eucharist. Children, please, take my hands so that I can bring you to my Son Jesus. Beloved children, I ask you to make cenacles in homes, in families so that you can be more protected, the rosary is the powerful prayer against evil, never forget it. Now, I leave you with my Holy Blessing, in the name of the Father, the Son and the Holy Spirit, Amen ”. ","Moje ukochane dzieci, dziękuję wam, że odpowiedzieliście na moje wezwanie, niech pokój zapanuje w waszych sercach. Moje dzieci, módlcie się za Kościół, módlcie się za kapłanów, biskupów i kardynałów, aby mogli otworzyć swoje serca na łaskę bez bagatelizowania sakramentów, zwłaszcza Eucharystii. Dzieci, weźcie mnie za ręce, abym mógł przyprowadzić was do mojego Syna Jezusa Umiłowane dzieci, proszę was o odprawianie wieczerników w domach, rodzinach, abyście byli bardziej chronieni, różaniec jest potężną modlitwą przeciwko złu, nigdy o tym nie zapominajcie. Teraz zostawiam was z moim Świętym Błogosławieństwem, w imię Ojca, Syna i Ducha Świętego, Amen ”. ",July,2019-7-16
58,2019,7,20,Jesus Christ,"Cari fratelli, grazie per essere qui riuniti nella preghiera. Fratelli miei, quante sono le grazie che chiedete, ma voi vi siete chiesti quanto è grande la vostra fede? Spero di abbracciarvi presto e finalmente vi potrò saziare delle delizie che ho pronte per voi. Fratelli amati, amate Dio in tutta la Sua pienezza, convertitevi, il tempo è finito, la giustizia è già su di voi, vedrete palle di fuoco venire dal cielo, la terra non smetterà di tremare, malattie vecchie e seppellite torneranno e malattie nuove si affacceranno. Pregate per miei apostoli e per coloro che hanno sposato Dio, la Chiesa di Pietro presto verrà abitata dalla rivoluzione, pregate per i potenti del mondo, affinchè regni la pace. Fratelli miei, perché vi girate dall’altra parte, facendo finta che il mondo sia sempre stato così, non volete cambiare atteggiAmento davanti all’immenso amore di Dio, non volete capire, che tutto ciò che fa parte di questo mondo presto non esisterà più, perché invaso da satana, e voi cosa fate? Invece di seguire la strada dei giusti, prendete quella più comoda, con le cose più semplici che è quella del demonio per poi morire in eterno. Battetevi per la vita eterna e non cadete nelle fiamme infernali che come lunghe lingue di fuoco, cercano le vostre anime. Fratelli, tutto questo non lo dico per spaventarvi, ma solo per scuotere le vostre coscienze e farvi capire cosa vi aspetta, prendete la strada di Dio, si, forse più difficile, ma sicura e con il Mio aiuto e quello di mia Madre, sarete al sicuro e tutto sarà più semplice. Ora vi do, la mia santa benedizione nel nome del Padre, nel mio Nome e dello Spirito Santo, Amen”.","Dear brothers, thank you for being gathered here in prayer. My brothers, how many graces are you asking for, but have you wondered how great is your faith? I hope to embrace you soon and finally I will be able to satiate you with the delights I have ready for you. Beloved brothers, love God in all His fullness, be converted, time is over, justice is already upon you, you will see fireballs coming from heaven, the earth will not stop shaking, old and buried diseases will return and new diseases will return. will look out. Pray for my apostles and for those who have married God, the Church of Peter will soon be inhabited by the revolution, pray for the powerful of the world, for peace to reign. My brothers, because you turn away, pretending that the world has always been like this, you do not want to change your attitude in front of the immense love of God, you do not want to understand, that everything that is part of this world will soon no longer exist. , because invaded by satan, and what are you doing? Instead of following the path of the righteous, take the more comfortable one, with the simplest things which is that of the devil and then die forever. Strive for eternal life and do not fall into the infernal flames which, like long tongues of fire, seek your souls. Brothers, I am not saying all this to scare you, but only to shake your consciences and make you understand what awaits you, take the path of God, yes, perhaps more difficult, but sure and with My help and that of my Mother, you will be safe and everything will be easier. Now I give you, my holy blessing in the name of the Father, in my Name and in the Holy Spirit, Amen ”. ","Drodzy bracia, dziękuję, że jesteście tu zgromadzeni na modlitwie. Moi bracia, o ile łask prosicie, ale czy zastanawialiście się, jak wielka jest wasza wiara? Mam nadzieję, że wkrótce cię przytulę i wreszcie będę mógł cię nasycić rozkoszami, które dla ciebie przygotowałem. Umiłowani bracia, miłujcie Boga w całej Jego pełni, nawróćcie się, czas się skończył, sprawiedliwość już nad wami, ujrzycie kule ognia z nieba, ziemia nie przestanie się trząść, powrócą stare i pogrzebane choroby i przyjdą nowe choroby. będzie wyglądać. Módlcie się za moich apostołów i za tych, którzy poślubili Boga, Kościół Piotra wkrótce zostanie zamieszkany przez rewolucję, módlcie się za możnych tego świata, aby zapanował pokój. Moi bracia, ponieważ odwracacie się, udając, że świat zawsze taki był, nie chcecie zmieniać swojego nastawienia przed ogromną miłością Boga, nie chcecie zrozumieć, że wszystko, co jest częścią tego świata, wkrótce przestanie istnieć , ponieważ został on zaatakowany przez szatana, a ty co robisz? Zamiast podążać ścieżką prawych, wybierasz wygodniejszą, z najprostszymi rzeczami, którą jest diabeł, a potem umrzesz na zawsze. Starajcie się o życie wieczne i nie wpadajcie w piekielne płomienie, które jak długie języki ognia szukają waszych dusz. Bracia, nie mówię tego wszystkiego po to, aby was przestraszyć, ale tylko po to, aby wstrząsnąć waszymi sumieniami i sprawić, byście zrozumieli, co was czeka, idźcie ścieżką Boga, tak, może trudniejszą, ale pewną iz pomocą Moją i mojej Matki będziecie bezpieczne i wszystko będzie łatwiejsze. Teraz daję wam, moje święte błogosławieństwo, w imię Ojca, w moje Imię iw Ducha Świętego, Amen ”. ",July,2019-7-20
59,2019,7,23,Holy Mary,"Amati figli, grazie per aver risposto alla mia chiamata nel vostro cuore. Amati miei, gioite, perché presto mio Figlio Gesù sarà tra voi per rinnovare la terra. La chiesa verrà rinnovata solo quando, di questa vecchia chiesa, insieme a coloro che adorano Satana, non rimarrà che la polvere. Pregate figli, pregate affinché i cuori si aprano all'amore di Dio, perché non riuscite ad amare così come Lui vi ama di un amore immenso? Eppure, vi ha creati e coccolati! Pregate per il Papa, che presto verrà attaccato. Figli cari, presto la luce arriverà nel cielo e capirete che Dio è qui per voi e allora chiederete perdono con il cuore e Lui nella sua infinita Misericordia vi accoglierà, ma non attendete fino ad allora. Ora vi benedico nel nome del Padre e del Figlio e dello Spirito Santo, Amen”.","Beloved children, thank you for having responded to my call in your heart. My beloved, rejoice, because soon my Son Jesus will be among you to renew the earth. The church will be renewed only when, of this old church, together with those who worship Satan, there will be nothing but dust. Pray children, pray so that hearts open to the love of God, why are you not able to love as he loves you with an immense love? Yet, he created and pampered you! Pray for the Pope, who will soon be attacked. Dear children, soon the light will arrive in heaven and you will understand that God is here for you and then you will ask for forgiveness with your heart and He will welcome you in his infinite Mercy, but do not wait until then. Now I bless you in the name of the Father and of the Son and of the Holy Spirit, Amen ”. ","Kochane dzieci, dziękuję wam, że odpowiedzieliście na moje wezwanie w waszych sercach. Moi umiłowani, radujcie się, ponieważ wkrótce mój Syn Jezus będzie wśród was, aby odnowić ziemię. Kościół zostanie odnowiony tylko wtedy, gdy w tym starym kościele, po tych, którzy czczą szatana, nie będzie nic prócz kurzu. Módlcie się dzieci, módlcie się, aby serca były otwarte na miłość Boga, dlaczego nie możecie kochać tak, jak On kocha was ogromną miłością? A jednak stworzył cię i rozpieszczał! Módlcie się za Papieża, który wkrótce zostanie zaatakowany. Drogie dzieci, wkrótce światło zjawi się w niebie i zrozumiecie, że Bóg jest tutaj dla was i wtedy sercem prosić o przebaczenie, a On w swoim nieskończonym Miłosierdziu was przywita, ale nie czekajcie do tego czasu. Teraz błogosławię was w imię Ojca i Syna i Ducha Świętego, Amen ”. ",July,2019-7-23
60,2019,7,25,Holy Mary,"Figli amati, grazie per essere qui in questa casa benedetta, Io ho voluto che ancora oggi ci fosse questo Rosario affinchè ancora una volta, possiate vedere il miracolo delle mie lacrime. Figli, sento tanto amore, ma nello stesso tempo avete il cuore contrito. Figli cari, quante malattie e quante cose accadranno su questa terra, tutto questo è stato scritto e cosi sarà, ma voi non temete, avrete la nostra protezione, non abbiate paura. Amate mio Figlio Gesù e pregate, vi supplico pregate tanto per la Pace. Ora, vi benedico nel nome del Padre e del Figlio e dello Spirito Santo, Amen”. La madonna ha imposto le mani su ognuno di noi elargendo la sua santa benedizione.","Beloved children, thank you for being here in this blessed house, I wanted this Rosary to still be there today so that once again, you can see the miracle of my tears. Children, I feel so much love, but at the same time you have a contrite heart. Dear children, how many diseases and how many things will happen on this earth, all this has been written and so it will be, but you do not fear, you will have our protection, do not be afraid. Love my Son Jesus and pray, I beg you, pray a lot for Peace. Now, I bless you in the name of the Father and of the Son and of the Holy Spirit, Amen ”. The Madonna laid her hands on each of us by bestowing her holy blessing. ","Umiłowane dzieci, dziękuję wam, że jesteście tutaj w tym błogosławionym domu, chciałam, aby ten różaniec nadal tam był dzisiaj, abyście znowu mogli zobaczyć cud moich łez. Dzieci, czuję tak wielką miłość, ale jednocześnie macie skruszone serce. Drogie dzieci, ile chorób i ile rzeczy wydarzy się na tej ziemi, wszystko to zostało napisane i tak będzie, ale nie lękajcie się, będziecie mieć naszą ochronę, nie bójcie się. Kochajcie mojego Syna Jezusa i módlcie się, błagam was, módlcie się dużo o pokój. Otóż, błogosławię was w imię Ojca i Syna i Ducha Świętego, Amen ”. Madonna położyła ręce na każdym z nas, udzielając swojego świętego błogosławieństwa. ",July,2019-7-25
61,2019,7,27,Holy Mary,"Figli amati, grazie per aver risposto alla mia chiamata nel vostro cuore e per essere qui nella preghiera. Amati figli, pregate, pregate, pregate per la chiesa, abbiate fiducia nel Padre mio, non giudicate affinchè la Fede non sia lesa dai giudizi, ma amate solo Dio, così come vi è stato insegnato, seguite i comandAmenti e siate sempre legati al Vangelo. Amati miei piccoli, ricordate che la Pace tra l'umanità e tra di voi e ciò che vi chiedo, perché solo grazie alla pace, tutto può essere mitigato ed è solo la Pace nelle vostre vite che vi porta ad amare. Ora, vi benedico nel nome del Padre, del Figlio e dello Spirito Santo, Amen”.","Beloved children, thank you for having responded to my call in your heart and for being here in prayer. Beloved children, pray, pray, pray for the church, trust my Father, do not judge so that the Faith is not harmed by judgments, but love only God as you have been taught, follow the commandments and always be bound to the Gospel . My beloved little ones, remember that Peace between humanity and between you is what I ask of you, because only thanks to peace, everything can be mitigated and it is only Peace in your lives that leads you to love. Now, I bless you in the name of the Father, the Son and the Holy Spirit, Amen ”. ","Umiłowane dzieci, dziękuję wam, że odpowiedzieliście na moje wezwanie w waszych sercach i za to, że jesteście tu na modlitwie. Umiłowane dzieci, módlcie się, módlcie się, módlcie się za kościół, ufajcie mojemu Ojcu, nie osądzajcie, aby wiara nie została naruszona przez sądy, ale kochajcie tylko Boga tak, jak was nauczono, przestrzegajcie przykazań i zawsze bądźcie związani z Ewangelią . Moi ukochani, pamiętajcie, że pokój między ludzkością i między wami jest tym, o co was proszę, bo tylko dzięki pokojowi wszystko można złagodzić i tylko Pokój w waszym życiu prowadzi was do miłości. Otóż, błogosławię was w imię Ojca, Syna i Ducha Świętego, Amen ”. ",July,2019-7-27
62,2019,7,30,Holy Mary,"Cari figli, grazie per essere qui nella preghiera. Guardo e non vedo i miei figli, quante volte devo dirvi di lasciare le cose del mondo e pensare allo spirito! Amati miei, io che vengo per grazia del Padre, scendo su di voi per proteggervi e istruirvi per il bene della vostra anima, ma spesso non vengo ascoltata, io non ho più lacrime. Figli, dovete pregare, pregare, fare digiugni e penitenze, soprattutto per la chiesa, per i vescovi e cardinali, voi non sapete a ciò che andate incontro, tutto è pronto per la guerra, pregate, pregate, pregate tanto. Beati coloro che avranno Fede. Ora, vi benedico nel nome del Padre del Figlio e dello Spirito Santo, Amen”.","Dear children, thank you for being here in prayer. I look and do not see my children, how many times do I have to tell you to leave the things of the world and think about the spirit! My beloved, I who come by the Father's grace, descend upon you to protect and instruct you for the good of your soul, but I am often not listened to, I have no more tears. Children, you must pray, pray, do fasting and penance, especially for the church, for bishops and cardinals, you do not know what you are going to meet, everything is ready for war, pray, pray, pray a lot. Blessed are those who will have faith. Now, I bless you in the name of the Father of the Son and of the Holy Spirit, Amen ”. ","Drogie dzieci, dziękuję wam, że jesteście tu na modlitwie. Patrzę i nie widzę moich dzieci, ile razy mam wam mówić, żebyście zostawili rzeczy tego świata i pomyśleli o duchu! Moi umiłowani, Ja, która przychodzę z łaski Ojca, zstępuję na was, aby was chronić i pouczać dla dobra waszej duszy, ale często mnie nie słuchają, nie mam już łez. Dzieci, módlcie się, módlcie się, poście i pokutujcie, szczególnie za kościół, za biskupów i kardynałów, nie wiecie, co was czeka, wszystko jest gotowe do wojny, módlcie się, módlcie się, módlcie się dużo. Błogosławieni, którzy uwierzą. Otóż, błogosławię was w imię Ojca Syna i Ducha Świętego, Amen ”. ",July,2019-7-30
63,2019,8,03,Holy Mary,"Cari figli amati, grazie per aver risposto alla mia chiamata nei vostri cuori. Figli miei, quanta fede e quanti sono i dolori nei vostri cuori, ma donate tutto a mio Figlio e Lui darà luce alle vostre tenebre. Figli amati, non abbiate paura dei messaggi giunti dal cielo, così sarà compiuto. Io sono qui per salvarvi tutti. Hanno ucciso sulla croce mio Figlio, una terribile morte per il Figlio di Dio, ma questo ha permesso una nuova alleanza. Vi amo, ma ormai il cielo si è unito alla terra e così come gli angeli scendono per proteggervi, il demonio prende forza a causa del libertinaggio di questo mondo. Imparate a capire chi odia Dio e chi lo ama. Imparate le Sacre Scritture e riflettete. Amori miei convertitevi. E’ora. Pregate per l’America perché sarà grande il suo dolore. Ora vi benedico nel nome del Padre, del Figlio e dello Spirito Santo. Amen","Dear beloved children, thank you for having responded to my call in your hearts. My children, how much faith and how many pains there are in your hearts, but give everything to my Son and He will give light to your darkness. Beloved children, do not be afraid of the messages that have come from heaven, this will be done. I am here to save you all. They killed my Son on the cross, a terrible death for the Son of God, but this allowed for a new covenant. I love you, but now heaven has joined the earth and just as the angels come down to protect you, the devil takes strength because of the libertinage of this world. Learn to understand who hates God and who loves him. Learn the Holy Scriptures and reflect. My loves, convert. And now. Pray for America because his pain will be great. Now I bless you in the name of the Father, the Son and the Holy Spirit. Amen ","Drogie dzieci, dziękuję, że odpowiedzieliście na moje wezwanie w waszych sercach. Moje dzieci, ile wiary i ile boleści jest w waszych sercach, ale oddajcie wszystko mojemu Synowi, a On rozjaśni wasze ciemności. Umiłowane dzieci, nie bójcie się orędzi, które przyszły z nieba, to się stanie. Jestem tutaj, aby was wszystkich uratować. Zabili mojego Syna na krzyżu, straszliwą śmiercią Syna Bożego, ale to pozwoliło na nowe przymierze. Kocham cię, ale teraz niebo połączyło się z ziemią i tak jak aniołowie zstępują, by cię chronić, diabeł nabiera siły z powodu wolności tego świata. Naucz się rozumieć, kto nienawidzi Boga, a kto Go kocha. Ucz się Pisma Świętego i rozważaj. Kochani, nawróćcie się. I teraz. Módlcie się za Amerykę, ponieważ jej ból będzie wielki. Teraz błogosławię was w imię Ojca, Syna i Ducha Świętego. Amen ",August,2019-8-03
64,2019,8,06,Holy Mary,"Figli miei, grazie per essere qui nella preghiera. Dove state andando! Perché, non ascoltate le mie parole di salvezza! Amati figli miei, Io non ho più lacrime da versare per questi figli che si perdono, grande sarà la punizione per coloro che hanno distorto la verità, questi figli prediletti che stanno annebbiando la parola di Dio. Figli, ormai la giustizia ha iniziato il suo percorso, io non riesco più a tenere la mano della giustizia. Figli, siate sempre fedeli a Dio, il cuore di mio Figlio sanguina a causa dei troppi peccati. Convertitevi, prima che i vostri cuori siano feriti. Ora vi lascio con la mia santa benedizione nel nome del Padre, del Figlio e dello Spirito Santo. Amen","My children, thank you for being here in prayer. Where are you going! Why, don't listen to my words of salvation! My beloved children, I have no more tears to shed for these children who are lost, great will be the punishment for those who have distorted the truth, these beloved children who are clouding the word of God. Children, by now justice has begun its path, I can no longer hold the hand of justice. Children, always be faithful to God, my Son's heart bleeds because of too many sins. Be converted, before your hearts are wounded. Now I leave you with my holy blessing in the name of the Father, the Son and the Holy Spirit. Amen ","Moje dzieci, dziękuję wam, że jesteście tu na modlitwie. Gdzie idziesz! Dlaczego, nie słuchajcie moich słów zbawienia! Moje ukochane dzieci, nie mam już więcej łez do wylewu za te dzieci, które zginęły, wielka będzie kara dla tych, którzy wypaczyli prawdę, tych ukochanych dzieci, które zaciemniają słowo Boże. Dzieci, sprawiedliwość już się zaczęła ścieżka, nie mogę dłużej trzymać ręki sprawiedliwości. Dzieci, zawsze bądźcie wierne Bogu, serce mojego Syna krwawi z powodu zbyt wielu grzechów. Nawróćcie się, zanim wasze serca zostaną zranione. Teraz zostawiam was z moim świętym błogosławieństwem w imię Ojca, Syna i Ducha Świętego. Amen ",August,2019-8-06
65,2019,8,10,Holy Mary,"Cara figlia mia, guarda ciò che sta accadendo nel mondo, il fragore della guerra è prossimo, la terra continuerà a tremare come mai è accaduto, tutto è in gran movimento per arrivare al Trionfo del mio cuore Immacolato. Tutto questo era segnato e non si può cambiare il piano di Dio. Figlia mia, Gesù è sempre più vicino e molti percepiranno la sua gloriosa presenza. Non allontanatevi dalla verità, ma siate sempre più vicini alla preghiera. Amata mia, prega per la chiesa in rovina e per la Francia. Figlia, io vi sono accanto, perché conosco le difficoltà della missione, ma insieme a mio Figlio vi daremo la forza di andare avanti nel predicare la parola di Dio e testimoniare il suo amore. Ora vi benedico nel nome del Padre, del Figlio e dello Spirito Santo. Amen.","My dear daughter, look at what is happening in the world, the roar of war is near, the earth will continue to tremble as it never has, everything is in great motion to arrive at the Triumph of my Immaculate heart. All this was marked and the plan of God cannot be changed. My daughter, Jesus is ever closer and many will perceive his glorious presence. Do not stray from the truth, but be ever closer to prayer. My beloved, pray for the ruined church and for France. Daughter, I am beside you, because I know the difficulties of the mission, but together with my Son we will give you the strength to go forward in preaching the word of God and bearing witness to his love for him. Now I bless you in the name of the Father, the Son and the Holy Spirit. Amen. ","Moja droga córko, spójrz na to, co się dzieje na świecie, zbliża się ryk wojny, ziemia będzie nadal drżeć, jak nigdy dotąd, wszystko jest w wielkim ruchu, aby osiągnąć Triumf Mojego Niepokalanego Serca. Wszystko to było naznaczone i planu Boga nie da się zmienić. Córko moja, Jezus jest coraz bliżej i wielu dostrzeże Jego chwalebną obecność. Nie odchodź od prawdy, ale zbliżaj się do modlitwy. Moi umiłowani, módlcie się za zrujnowany kościół i za Francję. Córko, jestem blisko ciebie, bo znam trudności misji, ale razem z moim Synem damy ci siłę, by iść naprzód w głoszeniu słowa Bożego i dawaniu świadectwa o Jego miłości. Teraz błogosławię was w imię Ojca, Syna i Ducha Świętego. Amen. ",August,2019-8-10
66,2019,8,13,Holy Mary,"Figli miei, grazie per essere qui nella preghiera. Figli, grande è il vostro cuore, perché le vostre rinunce vi hanno dato la pace nei vostri cuori, siete degni dell’attenzione del Padre vostro che vi sta accanto quando voi lo invocate. Chiedo a tutti i miei figli, siate giusti, attenetevi e vivete i dieci ComandAmenti e la Santa Messa, dove Gesù è sempre presente. Figli miei, tutti vedono le cose che accadono nel mondo, ma spesso molti cuori non si avvicinano ancora Dio, il quale invece è sempre più vicino alla terra. Figli miei, ora vi lascio con la mia Santa Benedizione Materna, nel nome del Padre, del Figlio e dello Spirito Santo, Amen.","My children, thank you for being here in prayer. Children, great is your heart, because your renunciations have given you peace in your hearts, you are worthy of the attention of your Father who is beside you when you invoke him. I ask all my children, be righteous, abide by and live the ten Commandments and the Holy Mass, where Jesus is always present. My children, everyone sees the things that happen in the world, but often many hearts do not yet come close to God, who instead is ever closer to the earth. My children, now I leave you with my Holy Maternal Blessing, in the name of the Father, the Son and the Holy Spirit, Amen. ","Moje dzieci, dziękuję wam, że jesteście tu na modlitwie. Dzieci, wielkie jest wasze serce, ponieważ wasze wyrzeczenia dały wam pokój w sercach, jesteście godni uwagi waszego Ojca, który jest przy was, kiedy go wzywacie. Proszę wszystkie moje dzieci, bądźcie sprawiedliwi, trzymajcie się mocno i żyjcie zgodnie z Dziesięcioma Przykazaniami i Mszą Świętą, w której Jezus jest zawsze obecny. Moje dzieci, wszyscy widzą rzeczy, które dzieją się na świecie, ale często wiele serc jeszcze nie zbliża się do Boga, który zamiast tego jest coraz bliżej ziemi. Moje dzieci, teraz zostawiam was z moim świętym macierzyńskim błogosławieństwem w imię Ojca, Syna i Ducha Świętego, Amen. ",August,2019-8-13
67,2019,8,15,Holy Mary,"Amati miei bambini, grazie per le vostre preghiere e per chi prega nei suoli benedetti. Figli miei, io sono Madre consolatrice, Regina degli Angeli, Colei che schiaccia la testa al serpente e questo sarà ciò che tornerò a fare e finalmente insieme a voi, il mio Cuore immacolato Trionferà. Figli adorati, io voglio Santi e vorrei famiglie Sante. Pregate il Santo Rosario tutti i giorni e chiedete la mia protezione, io ve la darò. Ora vi Benedico, nel nome del Padre, del Figlio e dello Spirito Santo, insieme ai gruppi di preghiera, Amen.","My beloved children, thank you for your prayers and for those who pray in blessed soils. My children, I am the consoling Mother, Queen of Angels, She who crushes the head of the snake and this will be what I will return to do and finally together with you, my Immaculate Heart will Triumph. Adored children, I want Saints and I would like Holy families. Pray the Holy Rosary every day and ask for my protection, I will give it to you. Now I bless you, in the name of the Father, the Son and the Holy Spirit, along with the prayer groups, Amen. ","Moje ukochane dzieci, dziękuję wam za wasze modlitwy i za tych, którzy modlą się w błogosławionych miejscach. Moje dzieci, jestem pocieszającą Matką, Królową Aniołów, która miażdży głowę węża i to będzie to, do czego wrócę i wreszcie razem z wami zatryumfuje moje Niepokalane Serce. Uwielbiane dzieci, chcę świętych i chciałabym świętych rodzin. Odmawiajcie codziennie różaniec święty i proś mnie o ochronę, dam ci ją. Teraz was błogosławię w imię Ojca, Syna i Ducha Świętego, razem z grupami modlitewnymi, Amen. ",August,2019-8-15
